"","X","year","region","state_po","state_fips","state_cen","state_ic","office","candidate","party","writein","candidatevotes","totalvotes","version","state_percent"
"3302",3302,2012,"north dakota","ND",38,44,36,"US President","Stein, Jill","green",FALSE,1362,322932,20171015,0.0042176061833451
"3303",3303,2012,"ohio","OH",39,31,24,"US President","Obama, Barack H.","democrat",FALSE,2827621,5580822,20171015,0.506667476583199
"3304",3304,2012,"ohio","OH",39,31,24,"US President","Romney, Mitt","republican",FALSE,2661407,5580822,20171015,0.476884408784226
"3305",3305,2012,"ohio","OH",39,31,24,"US President","Johnson, Gary","libertarian",FALSE,49493,5580822,20171015,0.00886840684042602
"3306",3306,2012,"ohio","OH",39,31,24,"US President","Stein, Jill","green",FALSE,18574,5580822,20171015,0.00332818355432228
"3307",3307,2012,"ohio","OH",39,31,24,"US President","Duncan, Richard","independent",FALSE,12502,5580822,20171015,0.00224017178831362
"3308",3308,2012,"ohio","OH",39,31,24,"US President","Goode, Virgil Hamlin, Jr.","constitution party",FALSE,8151,5580822,20171015,0.00146053753371815
"3309",3309,2012,"ohio","OH",39,31,24,"US President","Alexander, Stewart","socialist",FALSE,2967,5580822,20171015,0.000531642112936051
"3310",3310,2012,"ohio","OH",39,31,24,"US President","","",TRUE,107,5580822,20171015,1.91728028595071e-05
"3311",3311,2012,"oklahoma","OK",40,73,53,"US President","Romney, Mitt","republican",FALSE,891325,1334872,20171015,0.667723197430166
"3312",3312,2012,"oklahoma","OK",40,73,53,"US President","Obama, Barack H.","democrat",FALSE,443547,1334872,20171015,0.332276802569834
"3313",3313,2012,"oregon","OR",41,92,72,"US President","Obama, Barack H.","democrat",FALSE,970488,1789270,20171015,0.54239326652769
"3314",3314,2012,"oregon","OR",41,92,72,"US President","Romney, Mitt","republican",FALSE,754175,1789270,20171015,0.421498711765133
"3315",3315,2012,"oregon","OR",41,92,72,"US President","Johnson, Gary","libertarian",FALSE,24089,1789270,20171015,0.0134630324098655
"3316",3316,2012,"oregon","OR",41,92,72,"US President","Stein, Jill","pacific green",FALSE,19427,1789270,20171015,0.010857500544915
"3317",3317,2012,"oregon","OR",41,92,72,"US President","Other","",FALSE,13275,1789270,20171015,0.0074192268355251
"3318",3318,2012,"oregon","OR",41,92,72,"US President","Christensen, Will","constitution party",FALSE,4432,1789270,20171015,0.00247698782184913
"3319",3319,2012,"oregon","OR",41,92,72,"US President","Anderson, Ross Carl """"Rocky""""","progressive",FALSE,3384,1789270,20171015,0.00189127409502199
"3320",3320,2012,"pennsylvania","PA",42,23,14,"US President","Obama, Barack H.","democrat",FALSE,2990274,5742040,20171015,0.520768577021407
"3321",3321,2012,"pennsylvania","PA",42,23,14,"US President","Romney, Mitt","republican",FALSE,2680434,5742040,20171015,0.466808660336744
"3322",3322,2012,"pennsylvania","PA",42,23,14,"US President","Johnson, Gary","libertarian",FALSE,49991,5742040,20171015,0.00870613928150971
"3323",3323,2012,"pennsylvania","PA",42,23,14,"US President","Stein, Jill","green",FALSE,21341,5742040,20171015,0.00371662336033883
"3324",3324,2012,"rhode island","RI",44,15,5,"US President","Obama, Barack H.","democrat",FALSE,279677,446049,20171015,0.627009588632639
"3325",3325,2012,"rhode island","RI",44,15,5,"US President","Romney, Mitt","republican",FALSE,157204,446049,20171015,0.35243661570814
"3326",3326,2012,"rhode island","RI",44,15,5,"US President","Johnson, Gary","libertarian",FALSE,4388,446049,20171015,0.00983748422258541
"3327",3327,2012,"rhode island","RI",44,15,5,"US President","Stein, Jill","green",FALSE,2421,446049,20171015,0.005427654809225
"3328",3328,2012,"rhode island","RI",44,15,5,"US President","","",TRUE,1381,446049,20171015,0.00309607240460129
"3329",3329,2012,"rhode island","RI",44,15,5,"US President","Goode, Virgil Hamlin, Jr.","constitution party",FALSE,430,446049,20171015,0.000964019648065571
"3330",3330,2012,"rhode island","RI",44,15,5,"US President","Anderson, Ross Carl """"Rocky""""","justice",FALSE,416,446049,20171015,0.000932632961849483
"3331",3331,2012,"rhode island","RI",44,15,5,"US President","Lindsay, Peta","socialism and liberation party",FALSE,132,446049,20171015,0.000295931612894547
"3332",3332,2012,"south carolina","SC",45,57,48,"US President","Romney, Mitt","republican",FALSE,1071645,1964118,20171015,0.545611312558614
"3333",3333,2012,"south carolina","SC",45,57,48,"US President","Obama, Barack H.","democrat",FALSE,865941,1964118,20171015,0.440880334073615
"3334",3334,2012,"south carolina","SC",45,57,48,"US President","Johnson, Gary","libertarian",FALSE,16321,1964118,20171015,0.00830958221451053
"3335",3335,2012,"south carolina","SC",45,57,48,"US President","Stein, Jill","green",FALSE,5446,1964118,20171015,0.00277274583298967
"3336",3336,2012,"south carolina","SC",45,57,48,"US President","Goode, Virgil Hamlin, Jr.","constitution party",FALSE,4765,1964118,20171015,0.00242602532027098
"3337",3337,2012,"south dakota","SD",46,45,37,"US President","Romney, Mitt","republican",FALSE,210610,363815,20171015,0.578893118755411
"3338",3338,2012,"south dakota","SD",46,45,37,"US President","Obama, Barack H.","democrat",FALSE,145039,363815,20171015,0.398661407583525
"3339",3339,2012,"south dakota","SD",46,45,37,"US President","Johnson, Gary","libertarian",FALSE,5795,363815,20171015,0.0159284251611396
"3340",3340,2012,"south dakota","SD",46,45,37,"US President","Goode, Virgil Hamlin, Jr.","constitution party",FALSE,2371,363815,20171015,0.00651704849992441
"3341",3341,2012,"tennessee","TN",47,62,54,"US President","Romney, Mitt","republican",FALSE,1462330,2458577,20171015,0.594787147199376
"3342",3342,2012,"tennessee","TN",47,62,54,"US President","Obama, Barack H.","democrat",FALSE,960709,2458577,20171015,0.390758149937952
"3343",3343,2012,"tennessee","TN",47,62,54,"US President","","independent",FALSE,23001,2458577,20171015,0.0093554116873297
"3344",3344,2012,"tennessee","TN",47,62,54,"US President","Stein, Jill","green",FALSE,6515,2458577,20171015,0.0026499068363529
"3345",3345,2012,"tennessee","TN",47,62,54,"US President","Goode, Virgil Hamlin, Jr.","constitution party",FALSE,6022,2458577,20171015,0.00244938433898959
"3346",3346,2012,"texas","TX",48,74,49,"US President","Romney, Mitt","republican",FALSE,4569843,7993851,20171015,0.571669774680564
"3347",3347,2012,"texas","TX",48,74,49,"US President","Obama, Barack H.","democrat",FALSE,3308124,7993851,20171015,0.413833582837609
"3348",3348,2012,"texas","TX",48,74,49,"US President","Johnson, Gary","libertarian",FALSE,88580,7993851,20171015,0.0110810171468045
"3349",3349,2012,"texas","TX",48,74,49,"US President","Stein, Jill","green",FALSE,24657,7993851,20171015,0.00308449582060011
"3350",3350,2012,"texas","TX",48,74,49,"US President","","",TRUE,2647,7993851,20171015,0.000331129514423023
"3351",3351,2012,"utah","UT",49,87,67,"US President","Romney, Mitt","republican",FALSE,740600,1017440,20171015,0.727905331026891
"3352",3352,2012,"utah","UT",49,87,67,"US President","Obama, Barack H.","democrat",FALSE,251813,1017440,20171015,0.247496658279604
"3353",3353,2012,"utah","UT",49,87,67,"US President","Johnson, Gary","libertarian",FALSE,12572,1017440,20171015,0.0123565025947476
"3354",3354,2012,"utah","UT",49,87,67,"US President","Anderson, Ross Carl """"Rocky""""","justice",FALSE,5335,1017440,20171015,0.00524355244535304
"3355",3355,2012,"utah","UT",49,87,67,"US President","Stein, Jill","green",FALSE,3817,1017440,20171015,0.00375157257430414
"3356",3356,2012,"utah","UT",49,87,67,"US President","Goode, Virgil Hamlin, Jr.","constitution party",FALSE,2871,1017440,20171015,0.0028217880169838
"3357",3357,2012,"utah","UT",49,87,67,"US President","","no party affiliation",FALSE,393,1017440,20171015,0.000386263563453373
"3358",3358,2012,"utah","UT",49,87,67,"US President","","",TRUE,39,1017440,20171015,3.83314986633118e-05
"3359",3359,2012,"vermont","VT",50,13,6,"US President","Obama, Barack H.","democrat",FALSE,199239,299290,20171015,0.665705503023823
"3360",3360,2012,"vermont","VT",50,13,6,"US President","Romney, Mitt","republican",FALSE,92698,299290,20171015,0.309726352367269
"3361",3361,2012,"vermont","VT",50,13,6,"US President","Johnson, Gary","libertarian",FALSE,3487,299290,20171015,0.0116509071469144
"3362",3362,2012,"vermont","VT",50,13,6,"US President","","",TRUE,2043,299290,20171015,0.00682615523405393
"3363",3363,2012,"vermont","VT",50,13,6,"US President","Anderson, Ross Carl """"Rocky""""","justice",FALSE,1128,299290,20171015,0.00376891977680511
"3364",3364,2012,"vermont","VT",50,13,6,"US President","Lindsay, Peta","socialism and liberation party",FALSE,695,299290,20171015,0.00232216245113435
"3365",3365,2012,"virginia","VA",51,54,40,"US President","Obama, Barack H.","democrat",FALSE,1971820,3854489,20171015,0.511564567962186
"3366",3366,2012,"virginia","VA",51,54,40,"US President","Romney, Mitt","republican",FALSE,1822522,3854489,20171015,0.472831028963891
"3367",3367,2012,"virginia","VA",51,54,40,"US President","Johnson, Gary","libertarian",FALSE,31216,3854489,20171015,0.00809860918010144
"3368",3368,2012,"virginia","VA",51,54,40,"US President","Goode, Virgil Hamlin, Jr.","constitution party",FALSE,13058,3854489,20171015,0.00338773829682741
"3369",3369,2012,"virginia","VA",51,54,40,"US President","Stein, Jill","green",FALSE,8627,3854489,20171015,0.00223816957319115
"3370",3370,2012,"virginia","VA",51,54,40,"US President","","",TRUE,7246,3854489,20171015,0.00187988602380238
"3371",3371,2012,"washington","WA",53,91,73,"US President","Obama, Barack H.","democrat",FALSE,1755396,3125516,20171015,0.561633982996728
"3372",3372,2012,"washington","WA",53,91,73,"US President","Mitt, Romney","republican",FALSE,1290670,3125516,20171015,0.412946214321091
"3373",3373,2012,"washington","WA",53,91,73,"US President","Johnson, Gary","libertarian",FALSE,42202,3125516,20171015,0.0135024104819812
"3374",3374,2012,"washington","WA",53,91,73,"US President","Stein, Jill","green",FALSE,20928,3125516,20171015,0.00669585438052469
"3375",3375,2012,"washington","WA",53,91,73,"US President","Goode, Virgil Hamlin, Jr.","constitution party",FALSE,8851,3125516,20171015,0.00283185240453096
"3376",3376,2012,"washington","WA",53,91,73,"US President","Anderson, Ross Carl """"Rocky""""","justice",FALSE,4946,3125516,20171015,0.00158245870441873
"3377",3377,2012,"washington","WA",53,91,73,"US President","Lindsay, Peta","socialism and liberation party",FALSE,1318,3125516,20171015,0.000421690370486025
"3378",3378,2012,"washington","WA",53,91,73,"US President","Harris, James","socialist workers",FALSE,1205,3125516,20171015,0.0003855363402395
"3379",3379,2012,"west virginia","WV",54,55,56,"US President","Romney, Mitt","republican",FALSE,417655,670438,20171015,0.622958424194333
"3380",3380,2012,"west virginia","WV",54,55,56,"US President","Obama, Barack H.","democrat",FALSE,238269,670438,20171015,0.355393041563873
"3381",3381,2012,"west virginia","WV",54,55,56,"US President","Johnson, Gary","libertarian",FALSE,6302,670438,20171015,0.00939982518890636
"3382",3382,2012,"west virginia","WV",54,55,56,"US President","Stein, Jill","mountain party",FALSE,4406,670438,20171015,0.00657182319617921
"3383",3383,2012,"west virginia","WV",54,55,56,"US President","","no party affiliation",FALSE,3806,670438,20171015,0.0056768858567086
"3384",3384,2012,"wisconsin","WI",55,35,25,"US President","Obama, Barack H.","democrat",FALSE,1620985,3071434,20171015,0.527761625351546
"3385",3385,2012,"wisconsin","WI",55,35,25,"US President","Romney, Mitt","republican",FALSE,1410966,3071434,20171015,0.459383467136198
"3386",3386,2012,"wisconsin","WI",55,35,25,"US President","","independent",FALSE,29383,3071434,20171015,0.00956654123122945
"3387",3387,2012,"wisconsin","WI",55,35,25,"US President","Scattering","",FALSE,5170,3071434,20171015,0.00168325283890196
"3388",3388,2012,"wisconsin","WI",55,35,25,"US President","Goode, Virgil Hamlin, Jr.","constitution party",FALSE,4930,3071434,20171015,0.00160511344212508
"3389",3389,2012,"wyoming","WY",56,83,68,"US President","Romney, Mitt","republican",FALSE,170962,250701,20171015,0.681935851871353
"3390",3390,2012,"wyoming","WY",56,83,68,"US President","Obama, Barack H.","democrat",FALSE,69286,250701,20171015,0.276369061152528
"3391",3391,2012,"wyoming","WY",56,83,68,"US President","Johnson, Gary","libertarian",FALSE,5326,250701,20171015,0.0212444306165512
"3392",3392,2012,"wyoming","WY",56,83,68,"US President","","",TRUE,2035,250701,20171015,0.00811723926111184
"3393",3393,2012,"wyoming","WY",56,83,68,"US President","Goode, Virgil Hamlin, Jr.","constitution party",FALSE,1452,250701,20171015,0.00579175990522575
"3394",3394,2012,"wyoming","WY",56,83,68,"US President","Blank Vote","",FALSE,1367,250701,20171015,0.00545271059947906
"3395",3395,2012,"wyoming","WY",56,83,68,"US President","Over Vote","",FALSE,273,250701,20171015,0.00108894659375112
"3396",3396,2016,"alabama","AL",1,63,41,"US President","Trump, Donald J.","republican",FALSE,1318255,2123372,20171015,0.620830923644091
"3397",3397,2016,"alabama","AL",1,63,41,"US President","Clinton, Hillary","democrat",FALSE,729547,2123372,20171015,0.343579457579736
"3398",3398,2016,"alabama","AL",1,63,41,"US President","Johnson, Gary","libertarian",FALSE,44467,2123372,20171015,0.0209416908577489
"3399",3399,2016,"alabama","AL",1,63,41,"US President","","",TRUE,21712,2123372,20171015,0.0102252455057333
"3400",3400,2016,"alabama","AL",1,63,41,"US President","Stein, Jill","green",FALSE,9391,2123372,20171015,0.00442268241269076
"3401",3401,2016,"alaska","AK",2,94,81,"US President","Trump, Donald J.","republican",FALSE,163387,318608,20171015,0.512815120775373
"3402",3402,2016,"alaska","AK",2,94,81,"US President","Clinton, Hillary","democrat",FALSE,116454,318608,20171015,0.36550871290112
"3403",3403,2016,"alaska","AK",2,94,81,"US President","Johnson, Gary","libertarian",FALSE,18725,318608,20171015,0.0587712800682971
"3404",3404,2016,"alaska","AK",2,94,81,"US President","","",TRUE,9201,318608,20171015,0.0288787475518506
"3405",3405,2016,"alaska","AK",2,94,81,"US President","Stein, Jill","green",FALSE,5735,318608,20171015,0.0180001757645759
"3406",3406,2016,"alaska","AK",2,94,81,"US President","Castle, Darrell L.","constitution party",FALSE,3866,318608,20171015,0.0121340330437403
"3407",3407,2016,"alaska","AK",2,94,81,"US President","De La Fuente, Roque """"Rocky""""","no party affiliation",FALSE,1240,318608,20171015,0.00389192989504344
"3408",3408,2016,"arizona","AZ",4,86,61,"US President","Trump, Donald J.","republican",FALSE,1252401,2573165,20171015,0.48671616472321
"3409",3409,2016,"arizona","AZ",4,86,61,"US President","Clinton, Hillary","democrat",FALSE,1161167,2573165,20171015,0.451260218446932
"3410",3410,2016,"arizona","AZ",4,86,61,"US President","Johnson, Gary","libertarian",FALSE,106327,2573165,20171015,0.0413214854080481
"3411",3411,2016,"arizona","AZ",4,86,61,"US President","Stein, Jill","green",FALSE,34345,2573165,20171015,0.0133473757026852
"3412",3412,2016,"arizona","AZ",4,86,61,"US President","","independent",TRUE,17473,2573165,20171015,0.00679047010199501
"3413",3413,2016,"arizona","AZ",4,86,61,"US President","Castle, Darrell L.","constitution party",TRUE,1058,2573165,20171015,0.00041116679264641
"3414",3414,2016,"arizona","AZ",4,86,61,"US President","","no party affiliation",TRUE,311,2573165,20171015,0.000120862828462225
"3415",3415,2016,"arizona","AZ",4,86,61,"US President","","democrat",TRUE,42,2573165,20171015,1.63223112392715e-05
"3416",3416,2016,"arizona","AZ",4,86,61,"US President","De La Fuente, Roque """"Rocky""""","american delta party",TRUE,29,2573165,20171015,1.12701672842589e-05
"3417",3417,2016,"arizona","AZ",4,86,61,"US President","Tittle, Sheila """"Samm""""","we the people",TRUE,12,2573165,20171015,4.66351749693471e-06
"3418",3418,2016,"arkansas","AR",5,71,42,"US President","Trump, Donald J.","republican",FALSE,684872,1130635,20171015,0.605741021638283
"3419",3419,2016,"arkansas","AR",5,71,42,"US President","Clinton, Hillary","democrat",FALSE,380494,1130635,20171015,0.336531241293609
"3420",3420,2016,"arkansas","AR",5,71,42,"US President","Johnson, Gary","libertarian",FALSE,29829,1130635,20171015,0.0263825195575937
"3421",3421,2016,"arkansas","AR",5,71,42,"US President","McMullin, Evan","better for america",FALSE,13255,1130635,20171015,0.0117235005107749
"3422",3422,2016,"arkansas","AR",5,71,42,"US President","Stein, Jill","green",FALSE,9473,1130635,20171015,0.00837847758118226
"3423",3423,2016,"arkansas","AR",5,71,42,"US President","Hedges, Jim","prohibition",FALSE,4709,1130635,20171015,0.00416491617542354
"3424",3424,2016,"arkansas","AR",5,71,42,"US President","Castle, Darrell L.","constitution party",FALSE,4613,1130635,20171015,0.00408000813702035
"3425",3425,2016,"arkansas","AR",5,71,42,"US President","Kahn, Lynn S.","independent",FALSE,3390,1130635,20171015,0.00299831510611294
"3426",3426,2016,"california","CA",6,93,71,"US President","Clinton, Hillary","democrat",FALSE,8753788,14181595,20171015,0.617263996045579
"3427",3427,2016,"california","CA",6,93,71,"US President","Trump, Donald J.","republican",FALSE,4483810,14181595,20171015,0.316171065384394
"3428",3428,2016,"california","CA",6,93,71,"US President","Johnson, Gary","libertarian",FALSE,478500,14181595,20171015,0.0337409156022295
"3429",3429,2016,"california","CA",6,93,71,"US President","Stein, Jill","green",FALSE,278657,14181595,20171015,0.0196492002486321
"3430",3430,2016,"california","CA",6,93,71,"US President","","",TRUE,120739,14181595,20171015,0.00851378141880374
"3431",3431,2016,"california","CA",6,93,71,"US President","La Riva, Gloria Estella","peace & freedom",FALSE,66101,14181595,20171015,0.00466104130036149
"3432",3432,2016,"colorado","CO",8,84,62,"US President","Clinton, Hillary","democrat",FALSE,1338870,2780220,20171015,0.481569803828474
"3433",3433,2016,"colorado","CO",8,84,62,"US President","Trump, Donald J.","republican",FALSE,1202484,2780220,20171015,0.43251397371431
"3434",3434,2016,"colorado","CO",8,84,62,"US President","Johnson, Gary","libertarian",FALSE,144121,2780220,20171015,0.0518379840444281
"3435",3435,2016,"colorado","CO",8,84,62,"US President","Stein, Jill","green",FALSE,38437,2780220,20171015,0.0138251649150067
"3436",3436,2016,"colorado","CO",8,84,62,"US President","Scattering","unaffiliated",FALSE,31485,2780220,20171015,0.011324643373546
"3437",3437,2016,"colorado","CO",8,84,62,"US President","Castle, Darrell L.","american constitution party",FALSE,11699,2780220,20171015,0.00420794037881894
"3438",3438,2016,"colorado","CO",8,84,62,"US President","Keniston, Chris","veterans party of america",FALSE,5028,2780220,20171015,0.00180848997561344
"3439",3439,2016,"colorado","CO",8,84,62,"US President","De La Fuente, Roque """"Rocky""""","american delta party",FALSE,1255,2780220,20171015,0.000451403126371294
"3440",3440,2016,"colorado","CO",8,84,62,"US President","Kopitke, Kyle Kenley","independent american",FALSE,1096,2780220,20171015,0.000394213407572063
"3441",3441,2016,"colorado","CO",8,84,62,"US President","Maldonado, Joseph Allen","independent people of colorado",FALSE,872,2780220,20171015,0.000313644243980692
"3442",3442,2016,"colorado","CO",8,84,62,"US President","Maturen, Michael A.","american solidarity party",FALSE,862,2780220,20171015,0.000310047406320363
"3443",3443,2016,"colorado","CO",8,84,62,"US President","Silva, Rod","nutrition party",FALSE,751,2780220,20171015,0.000270122508290711
"3444",3444,2016,"colorado","CO",8,84,62,"US President","Hoefling, Tom","america's party",FALSE,710,2780220,20171015,0.000255375473883362
"3445",3445,2016,"colorado","CO",8,84,62,"US President","La Riva, Gloria Estella","socialism and liberation party",FALSE,531,2780220,20171015,0.000190992079763472
"3446",3446,2016,"colorado","CO",8,84,62,"US President","Kennedy, Alyson","socialist workers",FALSE,452,2780220,20171015,0.000162577062246873
"3447",3447,2016,"colorado","CO",8,84,62,"US President","Kotlikoff, Laurence","kotlikoff for president",FALSE,392,2780220,20171015,0.000140996036284898
"3448",3448,2016,"colorado","CO",8,84,62,"US President","Lyttle, Bradford","nonviolent resistance/pacifist",FALSE,382,2780220,20171015,0.000137399198624569
"3449",3449,2016,"colorado","CO",8,84,62,"US President","Atwood, Frank","approval voting party",FALSE,337,2780220,20171015,0.000121213429153089
"3450",3450,2016,"colorado","CO",8,84,62,"US President","Emidio """"Mimi"""", Soltysik","socialist party usa",FALSE,271,2780220,20171015,9.7474300594917e-05
"3451",3451,2016,"colorado","CO",8,84,62,"US President","Hedges, James","prohibition",FALSE,185,2780220,20171015,6.65414967160872e-05
"3452",3452,2016,"connecticut","CT",9,16,1,"US President","Clinton, Hillary","democrat",FALSE,897572,1644920,20171015,0.545663010967099
"3453",3453,2016,"connecticut","CT",9,16,1,"US President","Trump, Donald J.","republican",FALSE,673215,1644920,20171015,0.409269143788148
"3454",3454,2016,"connecticut","CT",9,16,1,"US President","Johnson, Gary","libertarian",FALSE,48676,1644920,20171015,0.0295917126668774
"3455",3455,2016,"connecticut","CT",9,16,1,"US President","Stein, Jill","green",FALSE,22841,1644920,20171015,0.0138857816793522
"3456",3456,2016,"connecticut","CT",9,16,1,"US President","","",TRUE,2616,1644920,20171015,0.00159035089852394
"3457",3457,2016,"delaware","DE",10,51,11,"US President","Clinton, Hillary","democrat",FALSE,235603,441590,20171015,0.533533368056342
"3458",3458,2016,"delaware","DE",10,51,11,"US President","Trump, Donald J.","republican",FALSE,185127,441590,20171015,0.419228243393193
"3459",3459,2016,"delaware","DE",10,51,11,"US President","Johnson, Gary","libertarian",FALSE,14757,441590,20171015,0.0334178763106049
"3460",3460,2016,"delaware","DE",10,51,11,"US President","Stein, Jill","green",FALSE,6103,441590,20171015,0.0138205122398605
"3461",3461,2016,"district of columbia","DC",11,53,55,"US President","Clinton, Hillary","democrat",FALSE,282830,312575,20171015,0.904838838678717
"3462",3462,2016,"district of columbia","DC",11,53,55,"US President","Trump, Donald J.","republican",FALSE,12723,312575,20171015,0.0407038310805407
"3463",3463,2016,"district of columbia","DC",11,53,55,"US President","","",TRUE,6551,312575,20171015,0.0209581700391906
"3464",3464,2016,"district of columbia","DC",11,53,55,"US President","Johnson, Gary","libertarian",FALSE,4906,312575,20171015,0.0156954330960569
"3465",3465,2016,"district of columbia","DC",11,53,55,"US President","Stein, Jill","green",FALSE,4258,312575,20171015,0.0136223306406462
"3466",3466,2016,"district of columbia","DC",11,53,55,"US President","Blank Vote","",FALSE,1064,312575,20171015,0.00340398304406942
"3467",3467,2016,"district of columbia","DC",11,53,55,"US President","Over Vote","",FALSE,243,312575,20171015,0.000777413420779013
"3468",3468,2016,"florida","FL",12,59,43,"US President","Trump, Donald J.","republican",FALSE,4617886,9420039,20171015,0.490219414165907
"3469",3469,2016,"florida","FL",12,59,43,"US President","Clinton, Hillary","democrat",FALSE,4504975,9420039,20171015,0.478233158058051
"3470",3470,2016,"florida","FL",12,59,43,"US President","Johnson, Gary","libertarian",FALSE,207043,9420039,20171015,0.0219789960529887
"3471",3471,2016,"florida","FL",12,59,43,"US President","Stein, Jill","green",FALSE,64399,9420039,20171015,0.00683638358609768
"3472",3472,2016,"florida","FL",12,59,43,"US President","Castle, Darrell L.","constitution party",FALSE,16475,9420039,20171015,0.00174893118807682
"3473",3473,2016,"florida","FL",12,59,43,"US President","De La Fuente, Roque """"Rocky""""","reform party",FALSE,9108,9420039,20171015,0.000966874977906142
"3474",3474,2016,"florida","FL",12,59,43,"US President","","",TRUE,153,9420039,20171015,1.62419709727316e-05
"3475",3475,2016,"georgia","GA",13,58,44,"US President","Trump, Donald J.","republican",FALSE,2089104,4114732,20171015,0.50771326054771
"3476",3476,2016,"georgia","GA",13,58,44,"US President","Clinton, Hillary","democrat",FALSE,1877963,4114732,20171015,0.456399833573608
"3477",3477,2016,"georgia","GA",13,58,44,"US President","Johnson, Gary","libertarian",FALSE,125306,4114732,20171015,0.0304530161381106
"3478",3478,2016,"georgia","GA",13,58,44,"US President","","",TRUE,22359,4114732,20171015,0.0054338897405712
"3479",3479,2016,"hawaii","HI",15,95,82,"US President","Clinton, Hillary","democrat",FALSE,266891,437664,20171015,0.60980798055129
"3480",3480,2016,"hawaii","HI",15,95,82,"US President","Trump, Donald J.","republican",FALSE,128847,437664,20171015,0.294397071726256
"3481",3481,2016,"hawaii","HI",15,95,82,"US President","Johnson, Gary","libertarian",FALSE,15954,437664,20171015,0.0364526211888572
"3482",3482,2016,"hawaii","HI",15,95,82,"US President","Stein, Jill","green",FALSE,12737,437664,20171015,0.0291022336769759
"3483",3483,2016,"hawaii","HI",15,95,82,"US President","Blank Vote","",FALSE,8289,437664,20171015,0.0189391862250494
"3484",3484,2016,"hawaii","HI",15,95,82,"US President","Castle, Darrell L.","constitution party",FALSE,4508,437664,20171015,0.0103001389193537
"3485",3485,2016,"hawaii","HI",15,95,82,"US President","Over Vote","",FALSE,438,437664,20171015,0.00100076771221759
"3486",3486,2016,"idaho","ID",16,82,63,"US President","Trump, Donald J.","republican",FALSE,409055,690255,20171015,0.592614323691969
"3487",3487,2016,"idaho","ID",16,82,63,"US President","Clinton, Hillary","democrat",FALSE,189765,690255,20171015,0.274920138209792
"3488",3488,2016,"idaho","ID",16,82,63,"US President","McMullin, Evan","independent",FALSE,60748,690255,20171015,0.0880080549941688
"3489",3489,2016,"idaho","ID",16,82,63,"US President","Johnson, Gary","libertarian",FALSE,28331,690255,20171015,0.04104425176203
"3490",3490,2016,"idaho","ID",16,82,63,"US President","Castle, Darrell L.","constitution party",FALSE,2356,690255,20171015,0.00341323134204026
"3491",3491,2016,"illinois","IL",17,33,21,"US President","Clinton, Hillary","democrat",FALSE,3090729,5536424,20171015,0.558253666987933
"3492",3492,2016,"illinois","IL",17,33,21,"US President","Trump, Donald J.","republican",FALSE,2146015,5536424,20171015,0.387617530738253
"3493",3493,2016,"illinois","IL",17,33,21,"US President","Johnson, Gary","libertarian",FALSE,209596,5536424,20171015,0.0378576496308809
"3494",3494,2016,"illinois","IL",17,33,21,"US President","Stein, Jill","green",FALSE,76802,5536424,20171015,0.0138721311807044
"3495",3495,2016,"illinois","IL",17,33,21,"US President","","",TRUE,13282,5536424,20171015,0.00239902146222905
"3496",3496,2016,"indiana","IN",18,32,22,"US President","Trump, Donald J.","republican",FALSE,1557286,2734958,20171015,0.569400334484113
"3497",3497,2016,"indiana","IN",18,32,22,"US President","Clinton, Hillary","democrat",FALSE,1033126,2734958,20171015,0.37774839686752
"3498",3498,2016,"indiana","IN",18,32,22,"US President","Johnson, Gary","libertarian",FALSE,133993,2734958,20171015,0.0489927084803496
"3499",3499,2016,"indiana","IN",18,32,22,"US President","","green",TRUE,7841,2734958,20171015,0.00286695444683246
"3500",3500,2016,"indiana","IN",18,32,22,"US President","Castle, Darrell L.","constitution party",TRUE,1937,2734958,20171015,0.000708237567085125
"3501",3501,2016,"indiana","IN",18,32,22,"US President","","independent",TRUE,718,2734958,20171015,0.000262526883411007
"3502",3502,2016,"indiana","IN",18,32,22,"US President","Emidio """"Mimi"""", Soltysik","socialist party usa",TRUE,57,2734958,20171015,2.08412706886175e-05
"3503",3503,2016,"iowa","IA",19,42,31,"US President","Trump, Donald J.","republican",FALSE,800983,1565580,20171015,0.511620613446774
"3504",3504,2016,"iowa","IA",19,42,31,"US President","Clinton, Hillary","democrat",FALSE,653669,1565580,20171015,0.417525134454962
"3505",3505,2016,"iowa","IA",19,42,31,"US President","Johnson, Gary","libertarian",FALSE,59186,1565580,20171015,0.0378045197307068
"3506",3506,2016,"iowa","IA",19,42,31,"US President","","",TRUE,17746,1565580,20171015,0.0113350962582557
"3507",3507,2016,"iowa","IA",19,42,31,"US President","McMullin, Evan","nominated by petition",FALSE,12366,1565580,20171015,0.00789867014141724
"3508",3508,2016,"iowa","IA",19,42,31,"US President","Stein, Jill","green",FALSE,11479,1565580,20171015,0.00733210695077862
"3509",3509,2016,"iowa","IA",19,42,31,"US President","Castle, Darrell L.","constitution party",FALSE,5335,1565580,20171015,0.00340768277571252
"3510",3510,2016,"iowa","IA",19,42,31,"US President","Kahn, Lynn S.","new independent party iowa",FALSE,2247,1565580,20171015,0.00143525083355689
"3511",3511,2016,"iowa","IA",19,42,31,"US President","Vacek, Dan","legal marijuana now",FALSE,2246,1565580,20171015,0.00143461209264298
"3512",3512,2016,"iowa","IA",19,42,31,"US President","La Riva, Gloria Estella","socialism and liberation party",FALSE,323,1565580,20171015,0.000206313315193091
