"","X","year","region","state_po","state_fips","state_cen","state_ic","office","candidate","party","writein","candidatevotes","totalvotes","version","state_percent"
"401",401,1980,"florida","FL",12,59,43,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,30524,3686927,20171015,0.0082789813847684
"402",402,1980,"florida","FL",12,59,43,"US President","","",TRUE,285,3686927,20171015,7.73001472499998e-05
"403",403,1980,"georgia","GA",13,58,44,"US President","Carter, Jimmy","democrat",FALSE,890955,1596805,20171015,0.557961053478665
"404",404,1980,"georgia","GA",13,58,44,"US President","Reagan, Ronald","republican",FALSE,654168,1596805,20171015,0.409673065903476
"405",405,1980,"georgia","GA",13,58,44,"US President","Anderson, John B.","independent",FALSE,36055,1596805,20171015,0.0225794633659088
"406",406,1980,"georgia","GA",13,58,44,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,15627,1596805,20171015,0.00978641725194999
"407",407,1980,"hawaii","HI",15,95,82,"US President","Carter, Jimmy","democrat",FALSE,135879,303287,20171015,0.448021181257357
"408",408,1980,"hawaii","HI",15,95,82,"US President","Reagan, Ronald","republican",FALSE,130112,303287,20171015,0.429006188857419
"409",409,1980,"hawaii","HI",15,95,82,"US President","Anderson, John B.","independent",FALSE,32021,303287,20171015,0.1055798632978
"410",410,1980,"hawaii","HI",15,95,82,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,3269,303287,20171015,0.0107785694737987
"411",411,1980,"hawaii","HI",15,95,82,"US President","Commoner, Barry","citizens",FALSE,1548,303287,20171015,0.00510407633693498
"412",412,1980,"hawaii","HI",15,95,82,"US President","Hall, Gus","communist party use",FALSE,458,303287,20171015,0.00151012077669007
"413",413,1980,"idaho","ID",16,82,63,"US President","Reagan, Ronald","republican",FALSE,290699,437431,20171015,0.664559667696162
"414",414,1980,"idaho","ID",16,82,63,"US President","Carter, Jimmy","democrat",FALSE,110192,437431,20171015,0.251907157928908
"415",415,1980,"idaho","ID",16,82,63,"US President","Anderson, John B.","independent",FALSE,27058,437431,20171015,0.0618566128143639
"416",416,1980,"idaho","ID",16,82,63,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,8425,437431,20171015,0.0192601804627473
"417",417,1980,"idaho","ID",16,82,63,"US President","Rarick, John","american independent party",FALSE,1057,437431,20171015,0.00241638109781886
"418",418,1980,"illinois","IL",17,33,21,"US President","Reagan, Ronald","republican",FALSE,2358049,4749721,20171015,0.496460528944753
"419",419,1980,"illinois","IL",17,33,21,"US President","Carter, Jimmy","democrat",FALSE,1981413,4749721,20171015,0.417164081848176
"420",420,1980,"illinois","IL",17,33,21,"US President","Anderson, John B.","independent",FALSE,346754,4749721,20171015,0.0730051301960684
"421",421,1980,"illinois","IL",17,33,21,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,38939,4749721,20171015,0.00819816574489323
"422",422,1980,"illinois","IL",17,33,21,"US President","Commoner, Barry","citizens",FALSE,10692,4749721,20171015,0.00225107958972748
"423",423,1980,"illinois","IL",17,33,21,"US President","Hall, Gus","communist party use",FALSE,9711,4749721,20171015,0.00204454114252185
"424",424,1980,"illinois","IL",17,33,21,"US President","Griswold, Deirdre","workers world",FALSE,2257,4749721,20171015,0.000475185805650479
"425",425,1980,"illinois","IL",17,33,21,"US President","Deberry, Clifton","socialist workers",FALSE,1302,4749721,20171015,0.00027412136418118
"426",426,1980,"illinois","IL",17,33,21,"US President","","",TRUE,604,4749721,20171015,0.00012716536402875
"427",427,1980,"indiana","IN",18,32,22,"US President","Reagan, Ronald","republican",FALSE,1255656,2242033,20171015,0.560052416712867
"428",428,1980,"indiana","IN",18,32,22,"US President","Carter, Jimmy","democrat",FALSE,844197,2242033,20171015,0.376531924373995
"429",429,1980,"indiana","IN",18,32,22,"US President","Anderson, John B.","independent",FALSE,111639,2242033,20171015,0.0497936471051051
"430",430,1980,"indiana","IN",18,32,22,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,19627,2242033,20171015,0.00875410843640571
"431",431,1980,"indiana","IN",18,32,22,"US President","Commoner, Barry","citizens",FALSE,4852,2242033,20171015,0.00216410730796558
"432",432,1980,"indiana","IN",18,32,22,"US President","Greaves, Percy L, Jr.","american",FALSE,4750,2242033,20171015,0.00211861288393168
"433",433,1980,"indiana","IN",18,32,22,"US President","Hall, Gus","communist party use",FALSE,702,2242033,20171015,0.000313108683056851
"434",434,1980,"indiana","IN",18,32,22,"US President","Deberry, Clifton","socialist workers",FALSE,610,2242033,20171015,0.000272074496673332
"435",435,1980,"iowa","IA",19,42,31,"US President","Reagan, Ronald","republican",FALSE,676026,1317661,20171015,0.513050018176147
"436",436,1980,"iowa","IA",19,42,31,"US President","Carter, Jimmy","democrat",FALSE,508672,1317661,20171015,0.386041629827399
"437",437,1980,"iowa","IA",19,42,31,"US President","Anderson, John B.","nominated by petition",FALSE,115633,1317661,20171015,0.0877562590074382
"438",438,1980,"iowa","IA",19,42,31,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,13123,1317661,20171015,0.00995931426975527
"439",439,1980,"iowa","IA",19,42,31,"US President","Commoner, Barry","citizens",FALSE,2273,1317661,20171015,0.00172502639146184
"440",440,1980,"iowa","IA",19,42,31,"US President","McReynolds, David","socialist",FALSE,534,1317661,20171015,0.000405263569309557
"441",441,1980,"iowa","IA",19,42,31,"US President","","",TRUE,519,1317661,20171015,0.000393879761182884
"442",442,1980,"iowa","IA",19,42,31,"US President","Hall, Gus","communist party use",FALSE,298,1317661,20171015,0.000226158321449903
"443",443,1980,"iowa","IA",19,42,31,"US President","Deberry, Clifton","socialist workers",FALSE,244,1317661,20171015,0.00018517661219388
"444",444,1980,"iowa","IA",19,42,31,"US President","Greaves, Percy L, Jr.","american",FALSE,189,1317661,20171015,0.000143435982396079
"445",445,1980,"iowa","IA",19,42,31,"US President","Bubar, Benjamin """"Ben""""","statesman",FALSE,150,1317661,20171015,0.000113838081266729
"446",446,1980,"kansas","KS",20,47,32,"US President","Reagan, Ronald","republican",FALSE,566812,979795,20171015,0.578500604718334
"447",447,1980,"kansas","KS",20,47,32,"US President","Carter, Jimmy","democrat",FALSE,326150,979795,20171015,0.33287575462214
"448",448,1980,"kansas","KS",20,47,32,"US President","Anderson, John B.","independent",FALSE,68231,979795,20171015,0.0696380365280492
"449",449,1980,"kansas","KS",20,47,32,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,14470,979795,20171015,0.0147683954296562
"450",450,1980,"kansas","KS",20,47,32,"US President","Shelton, Frank, Jr.","american",FALSE,1555,979795,20171015,0.0015870666823162
"451",451,1980,"kansas","KS",20,47,32,"US President","Hall, Gus","communist party use",FALSE,967,979795,20171015,0.000986941145851938
"452",452,1980,"kansas","KS",20,47,32,"US President","Bubar, Benjamin """"Ben""""","statesman",FALSE,821,979795,20171015,0.000837930383396527
"453",453,1980,"kansas","KS",20,47,32,"US President","Rarick, John","american independent party",FALSE,789,979795,20171015,0.000805270490255615
"454",454,1980,"kentucky","KY",21,61,51,"US President","Reagan, Ronald","republican",FALSE,635274,1295627,20171015,0.490321674370787
"455",455,1980,"kentucky","KY",21,61,51,"US President","Carter, Jimmy","democrat",FALSE,617417,1295627,20171015,0.476539158260827
"456",456,1980,"kentucky","KY",21,61,51,"US President","Anderson, John B.","independent",FALSE,31127,1295627,20171015,0.0240246614187571
"457",457,1980,"kentucky","KY",21,61,51,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,5531,1295627,20171015,0.00426897556163927
"458",458,1980,"kentucky","KY",21,61,51,"US President","McCormack, Ellen","respect for life",FALSE,4233,1295627,20171015,0.00326714401598608
"459",459,1980,"kentucky","KY",21,61,51,"US President","Commoner, Barry","citizens",FALSE,1304,1295627,20171015,0.00100646250811383
"460",460,1980,"kentucky","KY",21,61,51,"US President","Pulley, Andrew","socialist workers",FALSE,393,1295627,20171015,0.000303328041172344
"461",461,1980,"kentucky","KY",21,61,51,"US President","Hall, Gus","communist party use",FALSE,348,1295627,20171015,0.000268595822717495
"462",462,1980,"louisiana","LA",22,72,45,"US President","Reagan, Ronald","republican",FALSE,792853,1548591,20171015,0.5119834740096
"463",463,1980,"louisiana","LA",22,72,45,"US President","Carter, Jimmy","democrat",FALSE,708453,1548591,20171015,0.457482317797275
"464",464,1980,"louisiana","LA",22,72,45,"US President","Anderson, John B.","independent",FALSE,26345,1548591,20171015,0.0170122388674608
"465",465,1980,"louisiana","LA",22,72,45,"US President","Rarick, John","american independent party",FALSE,10333,1548591,20171015,0.00667251714623164
"466",466,1980,"louisiana","LA",22,72,45,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,8240,1548591,20171015,0.00532096596196155
"467",467,1980,"louisiana","LA",22,72,45,"US President","Commoner, Barry","citizens",FALSE,1584,1548591,20171015,0.00102286530142562
"468",468,1980,"louisiana","LA",22,72,45,"US President","Deberry, Clifton","socialist workers",FALSE,783,1548591,20171015,0.000505620916045618
"469",469,1980,"maine","ME",23,11,2,"US President","Reagan, Ronald","republican",FALSE,238522,523011,20171015,0.456055417572479
"470",470,1980,"maine","ME",23,11,2,"US President","Carter, Jimmy","democrat",FALSE,220974,523011,20171015,0.422503541990513
"471",471,1980,"maine","ME",23,11,2,"US President","Anderson, John B.","independent",FALSE,53327,523011,20171015,0.101961526621811
"472",472,1980,"maine","ME",23,11,2,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,5119,523011,20171015,0.00978755704946932
"473",473,1980,"maine","ME",23,11,2,"US President","Commoner, Barry","citizens",FALSE,4394,523011,20171015,0.00840135293521551
"474",474,1980,"maine","ME",23,11,2,"US President","Hall, Gus","communist party use",FALSE,591,523011,20171015,0.00112999535382621
"475",475,1980,"maine","ME",23,11,2,"US President","","",TRUE,84,523011,20171015,0.000160608476685959
"476",476,1980,"maryland","MD",24,52,52,"US President","Carter, Jimmy","democrat",FALSE,726161,1540496,20171015,0.471381295374996
"477",477,1980,"maryland","MD",24,52,52,"US President","Reagan, Ronald","republican",FALSE,680606,1540496,20171015,0.441809650917627
"478",478,1980,"maryland","MD",24,52,52,"US President","Anderson, John B.","independent",FALSE,119537,1540496,20171015,0.0775964364724089
"479",479,1980,"maryland","MD",24,52,52,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,14192,1540496,20171015,0.00921261723496848
"480",480,1980,"massachusetts","MA",25,14,3,"US President","Reagan, Ronald","republican",FALSE,1057631,2524090,20171015,0.419014773641193
"481",481,1980,"massachusetts","MA",25,14,3,"US President","Carter, Jimmy","democrat",FALSE,1053802,2524090,20171015,0.417497791283195
"482",482,1980,"massachusetts","MA",25,14,3,"US President","Anderson, John B.","independent",FALSE,382539,2524090,20171015,0.151555213958298
"483",483,1980,"massachusetts","MA",25,14,3,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,22038,2524090,20171015,0.00873106743420401
"484",484,1980,"massachusetts","MA",25,14,3,"US President","Deberry, Clifton","socialist workers",FALSE,3735,2524090,20171015,0.00147974121366512
"485",485,1980,"massachusetts","MA",25,14,3,"US President","","",TRUE,2289,2524090,20171015,0.0009068614827522
"486",486,1980,"massachusetts","MA",25,14,3,"US President","Commoner, Barry","citizens",FALSE,2056,2524090,20171015,0.000814550986692234
"487",487,1980,"michigan","MI",26,34,23,"US President","Reagan, Ronald","republican",FALSE,1915225,3909725,20171015,0.489861818925884
"488",488,1980,"michigan","MI",26,34,23,"US President","Carter, Jimmy","democrat",FALSE,1661532,3909725,20171015,0.424974135009496
"489",489,1980,"michigan","MI",26,34,23,"US President","Anderson, John B.","independent",FALSE,275223,3909725,20171015,0.0703944650838614
"490",490,1980,"michigan","MI",26,34,23,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,41597,3909725,20171015,0.010639367218922
"491",491,1980,"michigan","MI",26,34,23,"US President","Commoner, Barry","citizens",FALSE,11930,3909725,20171015,0.00305136550524653
"492",492,1980,"michigan","MI",26,34,23,"US President","Hall, Gus","communist party use",FALSE,3262,3909725,20171015,0.00083432978022751
"493",493,1980,"michigan","MI",26,34,23,"US President","","",TRUE,956,3909725,20171015,0.000244518476363427
"494",494,1980,"minnesota","MN",27,41,33,"US President","Carter, Jimmy","democrat",FALSE,954173,2051916,20171015,0.465015624421273
"495",495,1980,"minnesota","MN",27,41,33,"US President","Reagan, Ronald","republican",FALSE,873268,2051916,20171015,0.42558662245433
"496",496,1980,"minnesota","MN",27,41,33,"US President","Anderson, John B.","independent",FALSE,174997,2051916,20171015,0.0852846802695627
"497",497,1980,"minnesota","MN",27,41,33,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,31593,2051916,20171015,0.0153968291099636
"498",498,1980,"minnesota","MN",27,41,33,"US President","Commoner, Barry","citizens",FALSE,8406,2051916,20171015,0.00409665892755844
"499",499,1980,"minnesota","MN",27,41,33,"US President","","american",FALSE,6136,2051916,20171015,0.00299037582435148
"500",500,1980,"minnesota","MN",27,41,33,"US President","Hall, Gus","communist party use",FALSE,1117,2051916,20171015,0.000544369262679369
"501",501,1980,"minnesota","MN",27,41,33,"US President","Deberry, Clifton","socialist workers",FALSE,711,2051916,20171015,0.000346505412502266
"502",502,1980,"minnesota","MN",27,41,33,"US President","Griswold, Deirdre","workers world",FALSE,698,2051916,20171015,0.000340169870501521
"503",503,1980,"minnesota","MN",27,41,33,"US President","McReynolds, David","socialist",FALSE,536,2051916,20171015,0.000261219270184549
"504",504,1980,"minnesota","MN",27,41,33,"US President","","",TRUE,281,2051916,20171015,0.000136945177093019
"505",505,1980,"mississippi","MS",28,64,46,"US President","Reagan, Ronald","republican",FALSE,441089,891750,20171015,0.494633024950939
"506",506,1980,"mississippi","MS",28,64,46,"US President","Carter, Jimmy","democrat",FALSE,429281,891750,20171015,0.481391645640594
"507",507,1980,"mississippi","MS",28,64,46,"US President","Anderson, John B.","independent",FALSE,12036,891750,20171015,0.0134970563498738
"508",508,1980,"mississippi","MS",28,64,46,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,4702,891750,20171015,0.00527277824502383
"509",509,1980,"mississippi","MS",28,64,46,"US President","Griswold, Deirdre","workers world",FALSE,2402,891750,20171015,0.00269358003924867
"510",510,1980,"mississippi","MS",28,64,46,"US President","Pulley, Andrew","socialist workers",FALSE,2240,891750,20171015,0.00251191477432016
"511",511,1980,"missouri","MO",29,43,34,"US President","Reagan, Ronald","republican",FALSE,1074181,2099824,20171015,0.511557635306578
"512",512,1980,"missouri","MO",29,43,34,"US President","Carter, Jimmy","democrat",FALSE,931182,2099824,20171015,0.443457165933907
"513",513,1980,"missouri","MO",29,43,34,"US President","Anderson, John B.","independent",FALSE,77920,2099824,20171015,0.0371078718978352
"514",514,1980,"missouri","MO",29,43,34,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,14422,2099824,20171015,0.00686819466774358
"515",515,1980,"missouri","MO",29,43,34,"US President","Deberry, Clifton","socialist workers",FALSE,1515,2099824,20171015,0.000721489039081371
"516",516,1980,"missouri","MO",29,43,34,"US President","","",TRUE,604,2099824,20171015,0.000287643154854883
"517",517,1980,"montana","MT",30,81,64,"US President","Reagan, Ronald","republican",FALSE,206814,363952,20171015,0.568245263111619
"518",518,1980,"montana","MT",30,81,64,"US President","Carter, Jimmy","democrat",FALSE,118032,363952,20171015,0.324306501956302
"519",519,1980,"montana","MT",30,81,64,"US President","Anderson, John B.","independent",FALSE,29281,363952,20171015,0.0804529168681584
"520",520,1980,"montana","MT",30,81,64,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,9825,363952,20171015,0.0269953180639205
"521",521,1980,"nebraska","NE",31,46,35,"US President","Reagan, Ronald","republican",FALSE,419214,639533,20171015,0.655500185291455
"522",522,1980,"nebraska","NE",31,46,35,"US President","Carter, Jimmy","democrat",FALSE,166424,639533,20171015,0.260227384669751
"523",523,1980,"nebraska","NE",31,46,35,"US President","Anderson, John B.","independent",FALSE,44854,639533,20171015,0.070135552035626
"524",524,1980,"nebraska","NE",31,46,35,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,9041,639533,20171015,0.0141368780031679
"525",525,1980,"nevada","NV",32,88,65,"US President","Reagan, Ronald","republican",FALSE,155017,243692,20171015,0.636118543078969
"526",526,1980,"nevada","NV",32,88,65,"US President","Carter, Jimmy","democrat",FALSE,66666,243692,20171015,0.273566633291204
"527",527,1980,"nevada","NV",32,88,65,"US President","Anderson, John B.","independent",FALSE,17651,243692,20171015,0.0724315939792853
"528",528,1980,"nevada","NV",32,88,65,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,4358,243692,20171015,0.0178832296505425
"529",529,1980,"new hampshire","NH",33,12,4,"US President","Reagan, Ronald","republican",FALSE,221705,383990,20171015,0.577371806557462
"530",530,1980,"new hampshire","NH",33,12,4,"US President","Carter, Jimmy","democrat",FALSE,108864,383990,20171015,0.283507383004766
"531",531,1980,"new hampshire","NH",33,12,4,"US President","Anderson, John B.","independent",FALSE,49693,383990,20171015,0.129412224276674
"532",532,1980,"new hampshire","NH",33,12,4,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,2064,383990,20171015,0.00537513997760358
"533",533,1980,"new hampshire","NH",33,12,4,"US President","Commoner, Barry","citizens",FALSE,1320,383990,20171015,0.00343758952056043
"534",534,1980,"new hampshire","NH",33,12,4,"US President","Hall, Gus","communist party use",FALSE,129,383990,20171015,0.000335946248600224
"535",535,1980,"new hampshire","NH",33,12,4,"US President","Griswold, Deirdre","workers world",FALSE,76,383990,20171015,0.000197921820880752
"536",536,1980,"new hampshire","NH",33,12,4,"US President","Deberry, Clifton","socialist workers",FALSE,71,383990,20171015,0.000184900648454387
"537",537,1980,"new hampshire","NH",33,12,4,"US President","","",TRUE,68,383990,20171015,0.000177087944998568
"538",538,1980,"new jersey","NJ",34,22,12,"US President","Reagan, Ronald","republican",FALSE,1546557,2975684,20171015,0.519731597844395
"539",539,1980,"new jersey","NJ",34,22,12,"US President","Carter, Jimmy","democrat",FALSE,1147364,2975684,20171015,0.385579920448542
"540",540,1980,"new jersey","NJ",34,22,12,"US President","Anderson, John B.","independent",FALSE,234632,2975684,20171015,0.0788497703385171
"541",541,1980,"new jersey","NJ",34,22,12,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,20652,2975684,20171015,0.00694025306450551
"542",542,1980,"new jersey","NJ",34,22,12,"US President","Commoner, Barry","citizens",FALSE,8203,2975684,20171015,0.00275667712028562
"543",543,1980,"new jersey","NJ",34,22,12,"US President","McCormack, Ellen","right-to-life",FALSE,3927,2975684,20171015,0.00131969658068531
"544",544,1980,"new jersey","NJ",34,22,12,"US President","Lynen, Kurt","middle class candidate",FALSE,3694,2975684,20171015,0.00124139525567903
"545",545,1980,"new jersey","NJ",34,22,12,"US President","Hall, Gus","communist party use",FALSE,2555,2975684,20171015,0.000858626117558182
"546",546,1980,"new jersey","NJ",34,22,12,"US President","Pulley, Andrew","socialist workers",FALSE,2198,2975684,20171015,0.000738653701132244
"547",547,1980,"new jersey","NJ",34,22,12,"US President","McReynolds, David","socialist",FALSE,1973,2975684,20171015,0.000663040833636905
"548",548,1980,"new jersey","NJ",34,22,12,"US President","Gahres, William """"Bill""""","down with lawyers",FALSE,1718,2975684,20171015,0.000577346250475521
"549",549,1980,"new jersey","NJ",34,22,12,"US President","Griswold, Deirdre","workers world",FALSE,1288,2975684,20171015,0.000432841659262207
"550",550,1980,"new jersey","NJ",34,22,12,"US President","Wendelken, Martin E.","independent",FALSE,923,2975684,20171015,0.000310180785325324
"551",551,1980,"new mexico","NM",35,85,66,"US President","Reagan, Ronald","republican",FALSE,250779,456237,20171015,0.549668264520414
"552",552,1980,"new mexico","NM",35,85,66,"US President","Carter, Jimmy","democrat",FALSE,167826,456237,20171015,0.367848289375916
"553",553,1980,"new mexico","NM",35,85,66,"US President","Anderson, John B.","independent",FALSE,29459,456237,20171015,0.0645695110216839
"554",554,1980,"new mexico","NM",35,85,66,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,4365,456237,20171015,0.00956739589292407
"555",555,1980,"new mexico","NM",35,85,66,"US President","Commoner, Barry","citizens",FALSE,2202,456237,20171015,0.00482643889031359
"556",556,1980,"new mexico","NM",35,85,66,"US President","Bubar, Benjamin """"Ben""""","statesman",FALSE,1281,456237,20171015,0.00280775123455572
"557",557,1980,"new mexico","NM",35,85,66,"US President","Pulley, Andrew","socialist workers",FALSE,325,456237,20171015,0.000712349064192514
"558",558,1980,"new york","NY",36,21,13,"US President","Carter, Jimmy","democrat",FALSE,2728372,6201959,20171015,0.439920999155267
"559",559,1980,"new york","NY",36,21,13,"US President","Reagan, Ronald","republican",FALSE,2637700,6201959,20171015,0.425301102441986
"560",560,1980,"new york","NY",36,21,13,"US President","Anderson, John B.","liberal party",FALSE,467801,6201959,20171015,0.0754279413972263
"561",561,1980,"new york","NY",36,21,13,"US President","Reagan, Ronald","conservative",FALSE,256131,6201959,20171015,0.0412984026498724
"562",562,1980,"new york","NY",36,21,13,"US President","Clark, Edward """"Ed""""","free libertarian",FALSE,52648,6201959,20171015,0.00848893067496899
"563",563,1980,"new york","NY",36,21,13,"US President","McCormack, Ellen","right-to-life",FALSE,24159,6201959,20171015,0.00389538208814344
"564",564,1980,"new york","NY",36,21,13,"US President","Commoner, Barry","citizens",FALSE,23186,6201959,20171015,0.00373849617516014
"565",565,1980,"new york","NY",36,21,13,"US President","Hall, Gus","communist party use",FALSE,7414,6201959,20171015,0.00119542873469496
"566",566,1980,"new york","NY",36,21,13,"US President","Deberry, Clifton","socialist workers",FALSE,2068,6201959,20171015,0.000333443029855567
"567",567,1980,"new york","NY",36,21,13,"US President","Griswold, Deirdre","workers world",FALSE,1416,6201959,20171015,0.000228314956612902
"568",568,1980,"new york","NY",36,21,13,"US President","","",TRUE,1064,6201959,20171015,0.000171558696211955
"569",569,1980,"north carolina","NC",37,56,47,"US President","Reagan, Ronald","republican",FALSE,915018,1855833,20171015,0.493049751782623
"570",570,1980,"north carolina","NC",37,56,47,"US President","Carter, Jimmy","democrat",FALSE,875635,1855833,20171015,0.471828553539031
"571",571,1980,"north carolina","NC",37,56,47,"US President","Anderson, John B.","independent",FALSE,52800,1855833,20171015,0.0284508358241286
"572",572,1980,"north carolina","NC",37,56,47,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,9677,1855833,20171015,0.00521437004299417
"573",573,1980,"north carolina","NC",37,56,47,"US President","Commoner, Barry","citizens",FALSE,2287,1855833,20171015,0.00123233071079133
"574",574,1980,"north carolina","NC",37,56,47,"US President","Deberry, Clifton","socialist workers",FALSE,416,1855833,20171015,0.000224158100432528
"575",575,1980,"north dakota","ND",38,44,36,"US President","Reagan, Ronald","republican",FALSE,193695,301116,20171015,0.643257083648826
"576",576,1980,"north dakota","ND",38,44,36,"US President","Carter, Jimmy","democrat",FALSE,79189,301116,20171015,0.262985029025359
"577",577,1980,"north dakota","ND",38,44,36,"US President","Anderson, John B.","independent",FALSE,23640,301116,20171015,0.0785079504244212
"578",578,1980,"north dakota","ND",38,44,36,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,3743,301116,20171015,0.0124304254838667
"579",579,1980,"north dakota","ND",38,44,36,"US President","McLain, Harley","natural people's league",FALSE,296,301116,20171015,0.000983009869950451
"580",580,1980,"north dakota","ND",38,44,36,"US President","Greaves, Percy L, Jr.","american",FALSE,235,301116,20171015,0.000780430133237689
"581",581,1980,"north dakota","ND",38,44,36,"US President","Hall, Gus","communist party use",FALSE,93,301116,20171015,0.000308851074004703
"582",582,1980,"north dakota","ND",38,44,36,"US President","Deberry, Clifton","socialist workers",FALSE,89,301116,20171015,0.00029556715684321
"583",583,1980,"north dakota","ND",38,44,36,"US President","McReynolds, David","socialist",FALSE,82,301116,20171015,0.000272320301810598
"584",584,1980,"north dakota","ND",38,44,36,"US President","Bubar, Benjamin """"Ben""""","statesman",FALSE,54,301116,20171015,0.00017933288168015
"585",585,1980,"ohio","OH",39,31,24,"US President","Reagan, Ronald","republican",FALSE,2206545,4283603,20171015,0.515114262456161
"586",586,1980,"ohio","OH",39,31,24,"US President","Carter, Jimmy","democrat",FALSE,1752414,4283603,20171015,0.409098135378092
"587",587,1980,"ohio","OH",39,31,24,"US President","Anderson, John B.","independent",FALSE,254472,4283603,20171015,0.0594060654080222
"588",588,1980,"ohio","OH",39,31,24,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,49033,4283603,20171015,0.0114466723456866
"589",589,1980,"ohio","OH",39,31,24,"US President","Commoner, Barry","citizens",FALSE,8564,4283603,20171015,0.00199925156462912
"590",590,1980,"ohio","OH",39,31,24,"US President","Hall, Gus","communist party use",FALSE,4729,4283603,20171015,0.00110397718929602
"591",591,1980,"ohio","OH",39,31,24,"US President","Congress, Richard","socialist workers",FALSE,4029,4283603,20171015,0.00094056335285973
"592",592,1980,"ohio","OH",39,31,24,"US President","Griswold, Deirdre","workers world",FALSE,3790,4283603,20171015,0.000884769200133626
"593",593,1980,"ohio","OH",39,31,24,"US President","Bubar, Benjamin """"Ben""""","statesman",FALSE,27,4283603,20171015,6.30310511968546e-06
"594",594,1980,"oklahoma","OK",40,73,53,"US President","Reagan, Ronald","republican",FALSE,695570,1149708,20171015,0.604997094914535
"595",595,1980,"oklahoma","OK",40,73,53,"US President","Carter, Jimmy","democrat",FALSE,402026,1149708,20171015,0.349676613540134
"596",596,1980,"oklahoma","OK",40,73,53,"US President","Anderson, John B.","independent",FALSE,38284,1149708,20171015,0.0332988898050635
"597",597,1980,"oklahoma","OK",40,73,53,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,13828,1149708,20171015,0.012027401740268
"598",598,1980,"oregon","OR",41,92,72,"US President","Reagan, Ronald","republican",FALSE,571044,1181516,20171015,0.483314656763006
"599",599,1980,"oregon","OR",41,92,72,"US President","Carter, Jimmy","democrat",FALSE,456890,1181516,20171015,0.386698106500462
"600",600,1980,"oregon","OR",41,92,72,"US President","Anderson, John B.","independent",FALSE,112389,1181516,20171015,0.09512270675979
"601",601,1980,"oregon","OR",41,92,72,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,25838,1181516,20171015,0.0218685146879094
"602",602,1980,"oregon","OR",41,92,72,"US President","Commoner, Barry","citizens",FALSE,13642,1181516,20171015,0.0115461830394172
"603",603,1980,"oregon","OR",41,92,72,"US President","","",TRUE,1713,1181516,20171015,0.00144983224941516
"604",604,1980,"pennsylvania","PA",42,23,14,"US President","Reagan, Ronald","republican",FALSE,2261872,4561501,20171015,0.495861340378967
"605",605,1980,"pennsylvania","PA",42,23,14,"US President","Carter, Jimmy","democrat",FALSE,1937540,4561501,20171015,0.424759306202059
"606",606,1980,"pennsylvania","PA",42,23,14,"US President","Anderson, John B.","independent",FALSE,292921,4561501,20171015,0.06421592366197
"607",607,1980,"pennsylvania","PA",42,23,14,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,33263,4561501,20171015,0.00729211722194076
"608",608,1980,"pennsylvania","PA",42,23,14,"US President","Deberry, Clifton","socialist workers",FALSE,20291,4561501,20171015,0.00444831646425157
"609",609,1980,"pennsylvania","PA",42,23,14,"US President","Commoner, Barry","citizens",FALSE,10430,4561501,20171015,0.00228652805293696
"610",610,1980,"pennsylvania","PA",42,23,14,"US President","Hall, Gus","communist party use",FALSE,5184,4561501,20171015,0.00113646801787394
"611",611,1980,"rhode island","RI",44,15,5,"US President","Carter, Jimmy","democrat",FALSE,198342,415967,20171015,0.47682147862691
"612",612,1980,"rhode island","RI",44,15,5,"US President","Reagan, Ronald","republican",FALSE,154793,415967,20171015,0.372128077467684
"613",613,1980,"rhode island","RI",44,15,5,"US President","Anderson, John B.","independent",FALSE,59819,415967,20171015,0.143807080850164
"614",614,1980,"rhode island","RI",44,15,5,"US President","Clark, Edward """"Ed""""","libertarian",FALSE,2458,415967,20171015,0.00590912259866768
